Driver,LapTime_first_year,LapTime_latter_year
LEC,108.67784,107.0756875
LEC,99.61145454545455,96.81834042553193
LEC,,88.65179104477612
LEC,88.37974999999999,
LEC,,85.59941428571429
LEC,219.679,115.6982380952381
LEC,99.80833333333332,100.99167857142857
LEC,80.65054545454545,84.6640909090909
LEC,96.81834042553193,97.24300000000001
LEC,76.36866197183099,80.74586111111111
LEC,87.3498780487805,75.98552777777778
LEC,86.91215686274509,84.54201886792453
LEC,84.19160294117648,85.77728169014084
LEC,100.69770909090909,99.64405128205128
LEC,102.19391803278688,98.62904838709677
LEC,102.29996428571428,103.09034
LEC,93.53885964912281,90.94284482758621
LEC,71.77095774647887,71.32833802816901
LEC,87.71097959183673,91.13126415094341
LEC,95.61271794871796,78.80185714285714
LEC,89.54141935483871,84.53679487179487
LEC,98.68725454545455,100.69770909090909
LEC,71.32833802816901,72.37692957746478
LEC,94.78089285714286,94.53724561403509
LEC,80.81422857142857,95.61271794871796
LEC,78.76574647887324,83.41528169014084
LEC,90.71095161290322,88.63584126984126
LEC,84.54201886792453,83.5839433962264
LEC,106.02094339622641,97.82566071428572
LEC,95.70135416666666,98.7620576923077
LEC,85.48933333333333,89.69103703703703
LEC,72.25146478873239,72.10732857142857
LEC,100.03676,98.53758823529412
LEC,98.7620576923077,97.79474509803921
LEC,98.53758823529412,93.26566037735849
LEC,72.37692957746478,72.25146478873239
LEC,83.26222413793103,103.9335283018868
LEC,,89.54141935483871
LEC,85.77728169014084,83.22391549295774
LEC,112.38645,107.07857142857144
LEC,81.09634848484849,80.65054545454545
LEC,109.1019090909091,112.38645
LEC,94.10120833333333,94.54710416666667
LEC,109.32074025974026,77.39710256410257
LEC,97.27036842105264,100.01864285714285
LEC,101.28161538461539,99.11423529411765
LEC,84.50877464788732,84.30285915492958
LEC,82.8132142857143,80.81422857142857
LEC,102.60757142857143,99.80833333333332
MAG,87.23292,84.75305263157895
MAG,93.93596428571428,96.44736842105263
MAG,101.70177777777778,99.91544
MAG,104.17152727272727,101.46892592592593
MAG,86.64558064516129,86.18932394366198
MAG,98.79440000000001,96.91802040816327
MAG,107.41815094339623,104.17152727272727
MAG,91.8859649122807,92.47171929824562
MAG,100.95523214285716,98.44746428571429
MAG,85.6735,86.64558064516129
MAG,93.27442105263158,91.8859649122807
MAG,,
MAG,113.60416666666667,102.01616326530613
MAG,102.01616326530613,101.48870588235295
MAG,72.51325714285714,74.02
MAG,122.75868518518519,102.34708333333333
MAG,86.53601449275362,85.90276811594204
MAG,100.1476875,98.79440000000001
MAG,94.70661290322582,96.86946153846155
MAG,82.7334347826087,90.83120289855073
MAG,81.10613888888889,86.85571830985916
MAG,93.35414035087719,96.5712105263158
MAG,87.56428985507246,86.53601449275362
MAG,86.85571830985916,77.6229014084507
MAG,102.95329824561404,100.95523214285716
MAG,83.57052857142857,82.7334347826087
MAG,99.19743636363637,93.35414035087719
MAG,114.82281818181818,110.53797727272728
MAG,91.36842857142857,87.23292
MAG,112.62316129032259,109.52422
MAG,98.85244,94.70661290322582
MAG,91.455171875,81.78492307692308
MAG,86.44544927536232,
MAG,116.96921951219512,114.82281818181818
MAG,92.92609615384616,88.67533999999999
MAG,102.34708333333333,100.73653571428572
MAG,74.02,72.15708450704226
MAG,81.78492307692308,82.38484615384615
MAG,105.01852631578947,86.44544927536232
MAG,88.67533999999999,85.6420566037736
MSC,73.05082608695652,72.42302857142857
MSC,,85.65161428571429
MSC,97.09667346938775,98.78227999999999
MSC,101.92128846153847,103.44350943396228
MSC,79.68425333333334,103.64608333333332
MSC,112.25644444444444,113.07691836734695
MSC,86.0221343283582,87.15092753623188
MSC,236.578,117.15739024390246
MSC,95.19205263157895,93.06989473684212
MSC,81.38297101449275,83.71750704225353
MSC,94.37689830508475,88.87654098360656
MSC,79.24921739130434,81.05233333333334
MSC,105.22525925925926,107.74545283018868
MSC,87.3655,90.52181538461538
MSC,92.5578076923077,91.24641509433962
MSC,101.83098181818181,103.26592982456141
NOR,81.66661538461538,80.3400909090909
NOR,94.85802083333334,94.71422916666667
NOR,71.73521875,71.82418571428572
NOR,72.67512676056339,71.73521875
NOR,107.44454545454545,97.58525
NOR,84.88364935064935,109.56542857142858
NOR,83.32322413793104,103.42830188679245
NOR,81.45301428571429,90.50846376811594
NOR,94.52207142857142,93.61784210526315
NOR,98.26139215686275,92.98879245283018
NOR,84.60521428571428,84.059
NOR,97.16343137254903,95.28088461538461
NOR,99.4957,98.26139215686275
NOR,92.37082456140351,92.82092592592592
NOR,86.56167307692309,83.32322413793104
NOR,101.91670491803278,97.62211290322581
NOR,102.3587857142857,100.15840740740741
